"husage","husunion","husearns","huseduc","husblck","hushisp","hushrs","kidge6","earns","age","black","educ","hispanic","union","exper","kidlt6","lwage"
51,0,350,12,0,0,40,0,620,43,0,17,0,0,20,0,2.74084
30,0,400,12,0,0,40,0,650,29,0,16,0,0,7,0,2.788093
29,1,424,13,0,0,60,0,340,24,0,12,0,0,6,1,2.140066
28,0,500,13,0,0,40,0,385,29,0,15,0,0,8,1,2.264364
45,0,850,12,0,0,55,0,144,44,0,12,0,0,26,0,1.673976
61,0,260,3,0,1,0,1,205,53,0,3,1,0,44,0,3.243568
47,0,1500,18,0,0,50,1,750,46,0,18,0,1,22,0,3.064725
29,0,137,8,0,1,35,0,170,33,0,9,1,0,18,1,1.446919
26,1,250,12,0,0,40,0,250,25,0,12,0,0,7,1,1.832582
53,1,770,14,0,0,35,0,200,45,0,7,0,0,32,0,1.609438
46,0,550,12,0,0,40,0,600,41,0,16,0,0,19,0,2.70805
40,0,654,16,0,1,40,0,300,39,0,12,1,0,21,1,2.302585
62,0,300,12,0,0,60,0,140,57,0,12,0,0,39,0,1.89712
49,0,1500,16,0,0,48,1,405,35,0,12,0,1,17,0,2.315008
34,1,1263,12,0,0,60,0,692,32,0,18,0,0,8,0,2.850706
59,0,90,12,0,0,15,0,280,54,0,12,0,0,36,0,1.94591
47,0,500,14,0,0,55,0,350,43,0,12,0,0,25,0,2.392197
36,0,1000,16,0,0,50,0,272,36,0,14,0,0,16,1,2.140066
37,0,240,14,0,0,40,1,854,33,0,15,0,0,12,0,2.655587
39,1,850,16,0,0,50,1,117,37,0,12,0,0,19,0,1.543298
35,0,1250,18,0,0,0,0,865,33,0,18,0,0,9,1,3.07385
61,1,582,11,0,0,40,0,120,56,0,12,0,0,38,0,1.568616
35,0,1000,16,0,0,43,0,140,23,0,15,0,0,2,1,2.639057
46,0,240,12,0,0,40,1,453,38,0,12,0,0,20,0,2.427013
34,0,275,14,0,0,55,0,184,31,0,12,0,0,13,1,1.526056
41,0,900,16,0,0,40,0,540,35,0,17,0,0,12,0,2.60269
43,0,769,17,0,0,40,1,180,42,0,16,0,0,20,0,2.484907
49,1,425,8,0,0,60,0,280,48,0,12,0,0,30,0,1.94591
46,0,280,12,0,0,32,0,577,46,0,16,0,1,24,0,2.445819
57,0,375,13,0,0,40,1,45,53,0,13,0,0,34,0,1.034074
30,0,1000,13,0,0,45,0,20,31,0,12,0,0,13,1,0.916291
34,0,500,12,0,0,50,1,360,33,0,12,0,0,15,0,2.197225
62,0,275,14,0,0,40,0,21,59,0,14,0,0,39,0,3.044523
43,1,650,12,0,0,38,1,720,40,0,14,0,0,20,0,2.890372
45,0,1100,18,0,0,40,1,425,43,0,12,0,0,25,0,2.245427
37,0,826,16,0,0,50,0,712,31,0,16,0,0,9,0,2.761415
24,0,450,13,0,0,50,0,366,23,0,14,0,0,3,0,2.213754
48,1,673,16,0,0,50,0,577,45,0,16,0,0,23,1,2.668963
26,0,144,14,0,0,0,0,600,27,0,16,0,0,5,0,2.70805
40,0,400,12,0,0,32,1,184,40,0,15,0,0,19,0,2.442347
52,0,1000,14,0,0,50,0,300,35,0,12,0,0,17,0,2.014903
45,1,254,16,0,0,45,1,166,43,0,13,0,0,24,0,1.933934
41,1,750,12,0,0,42,1,236,39,0,13,0,0,20,0,2.419309
54,0,260,16,0,0,40,0,404,31,0,16,0,0,9,0,2.446067
54,1,700,8,0,0,50,1,175,40,0,13,0,0,21,0,1.609438
28,1,200,12,1,0,40,0,200,25,1,12,0,0,7,1,1.609438
63,0,120,16,0,0,0,0,345,58,0,12,0,0,40,0,2.377809
37,1,519,18,0,0,45,0,183,36,0,17,0,0,13,1,2.213754
51,0,520,12,0,0,45,1,700,39,0,12,0,0,21,0,2.862201
41,0,600,13,0,0,50,0,500,45,0,16,0,0,23,0,2.525729
32,1,300,13,0,0,40,0,400,26,0,15,1,0,5,1,2.302585
36,0,100,9,0,0,8,0,212,34,0,12,0,0,16,0,2.178532
30,0,550,12,0,0,50,0,350,30,0,18,0,0,6,1,2.862201
38,1,340,13,0,0,40,1,250,48,0,16,0,0,26,0,1.714798
31,0,345,12,0,0,48,0,290,25,0,14,0,0,5,1,1.981001
29,0,840,12,0,0,84,0,610,28,0,12,0,0,10,1,2.72458
50,1,500,12,0,0,50,0,336,57,0,11,0,0,40,0,1.94591
42,0,950,12,0,0,50,1,247,43,0,12,0,0,25,0,1.95404
39,0,360,11,1,0,40,1,260,40,1,12,0,0,22,0,1.871802
49,0,200,10,0,1,65,0,191,51,0,7,1,0,38,0,1.381072
51,0,600,16,0,0,0,0,1000,46,0,16,0,0,24,0,3.218876
61,0,400,16,0,0,40,0,563,57,0,15,0,0,36,0,2.6444
43,0,300,12,0,0,40,0,425,44,0,12,0,0,26,0,2.140066
31,0,300,10,1,0,40,0,212,28,1,12,0,0,10,1,1.667707
40,1,932,16,0,0,40,1,1182,42,0,18,0,1,18,0,3.386084
36,1,560,12,0,0,40,1,200,32,0,13,0,0,13,0,1.609438
55,0,1700,13,0,0,65,1,560,42,0,14,0,0,22,0,2.639057
30,0,528,13,0,0,48,0,186,31,0,14,0,0,11,0,1.760011
27,1,560,12,0,0,40,0,480,28,0,12,0,0,10,1,2.484907
48,1,600,12,0,0,40,1,173,41,0,14,0,0,21,0,1.752094
39,0,900,18,0,0,40,0,300,40,0,14,0,1,20,1,2.525729
55,0,325,15,0,1,36,0,318,48,0,13,1,0,29,0,2.073172
35,0,1442,18,0,0,50,0,150,34,0,18,0,0,10,1,3.218876
43,1,961,16,0,0,40,0,500,40,0,16,0,1,18,0,2.525729
44,1,600,15,0,0,48,1,450,37,0,12,0,0,19,0,2.420368
42,1,920,13,0,0,47,0,800,40,0,12,0,0,22,1,3.218876
41,0,560,16,0,0,0,1,200,36,0,13,0,0,17,0,1.609438
29,0,400,12,0,0,40,1,180,29,0,12,0,0,11,0,2.302585
60,0,200,12,0,0,40,0,218,57,0,12,0,0,39,0,0.597003
52,0,1500,16,0,0,50,0,875,49,0,16,0,0,27,0,2.862201
59,0,670,18,0,0,40,0,317,55,0,14,0,0,35,0,2.070022
26,0,334,11,0,0,40,0,400,23,0,12,0,0,5,1,2.302585
42,1,285,7,0,0,40,1,285,40,0,12,0,1,22,0,1.96361
53,0,1000,12,0,0,40,0,423,49,0,13,0,0,30,0,2.492024
39,0,800,16,0,0,40,0,300,35,0,12,0,0,17,1,2.014903
58,1,523,12,0,0,48,0,200,52,0,14,0,0,32,0,1.714798
36,0,700,12,0,0,40,0,220,33,0,9,0,1,18,1,2.397895
39,0,652,12,0,1,48,1,26,38,0,12,1,0,20,0,1.648659
40,0,600,17,0,0,40,1,246,40,0,12,0,0,22,0,2.104134
37,0,150,14,0,0,60,1,145,33,0,14,0,0,13,0,1.644529
35,0,1000,12,0,0,40,1,520,33,0,15,0,0,12,0,2.564949
28,0,500,13,0,0,50,0,406,28,0,12,0,0,10,0,2.317474
22,0,400,12,0,0,40,0,180,22,0,12,0,0,4,0,1.321756
58,0,480,18,0,0,40,1,800,49,0,16,0,0,27,0,2.995732
45,0,400,15,0,0,54,1,320,47,0,13,0,0,28,0,2.079442
49,0,1000,12,0,0,50,0,338,48,0,12,0,0,30,0,2.134166
35,1,750,13,0,0,40,1,450,33,0,12,0,0,15,0,2.420368
55,0,578,18,0,0,40,1,596,51,0,18,0,1,27,0,2.701361
36,0,240,12,0,0,40,0,520,45,0,14,0,1,25,0,2.564949
28,1,320,12,0,0,40,0,280,35,0,12,1,0,17,1,1.94591
60,1,575,18,0,0,40,0,432,57,0,15,0,0,36,0,2.890372
26,0,380,11,0,0,48,0,300,28,0,12,0,0,10,1,2.014903
55,1,800,12,0,0,40,0,160,54,0,12,0,0,36,0,1.519826
26,0,200,16,0,0,20,0,520,26,0,18,0,0,2,0,2.564949
40,0,250,12,0,0,40,1,456,39,0,13,0,1,20,0,2.433613
38,0,500,14,0,0,40,0,300,27,0,12,0,0,9,0,2.014903
39,0,280,12,0,0,40,0,500,40,0,16,0,0,18,1,2.525729
20,0,181,13,0,0,36,0,91,21,0,13,0,0,2,0,1.515127
33,1,560,12,0,0,40,1,240,32,0,12,0,0,14,0,2.484907
27,1,468,13,0,0,52,1,232,25,0,13,0,0,6,0,1.757858
37,0,480,12,0,0,40,1,64,37,0,13,0,0,18,0,1.450833
43,0,960,17,0,0,40,1,300,36,0,16,0,0,14,0,2.014903
28,1,775,12,0,0,11,0,487,31,0,16,0,0,9,1,3.01021
24,0,425,12,0,0,60,0,189,26,0,12,0,0,8,1,1.552868
34,1,456,14,0,0,38,1,140,33,0,13,0,0,14,0,1.94591
51,0,950,18,0,0,40,0,600,50,0,12,0,0,32,0,2.70805
56,0,175,6,1,0,35,0,327,52,1,12,0,1,34,0,2.101081
38,0,300,13,0,0,50,1,204,38,0,13,0,1,19,0,1.916923
58,1,1750,18,0,0,45,1,400,48,0,14,0,0,28,0,2.302585
29,1,694,12,0,0,40,0,240,24,0,15,0,0,3,0,1.791759
28,0,350,12,0,0,60,0,125,28,0,14,0,0,8,1,2.055725
41,0,407,13,0,0,40,0,400,28,0,13,0,0,9,1,2.079442
42,1,280,12,1,0,40,1,148,40,1,13,0,0,21,0,1.441864
30,1,600,12,0,0,40,0,190,29,0,17,0,0,6,0,1.845827
43,0,850,12,0,0,40,0,497,34,0,12,0,0,16,1,2.519711
46,0,700,16,0,0,44,1,600,42,0,16,0,1,20,0,2.70805
55,1,800,18,0,0,48,0,962,52,0,16,0,0,30,0,3.062352
36,0,500,12,0,0,40,1,245,34,0,11,0,0,17,0,1.917739
32,1,617,15,0,0,42,0,320,28,0,15,0,0,7,0,2.079442
47,1,800,12,0,0,40,1,500,44,0,16,0,1,22,0,2.525729
48,0,300,16,0,0,40,0,260,50,0,12,0,0,32,0,1.871802
44,0,1500,18,0,0,40,1,500,38,0,16,0,0,16,0,2.525729
46,0,170,6,0,1,40,1,166,37,0,6,1,0,25,0,1.423108
49,1,895,16,0,0,55,0,1200,47,0,18,0,1,23,0,3.871201
41,0,430,13,0,0,54,0,340,29,0,14,0,0,9,1,2.140066
31,0,320,12,0,0,0,0,555,24,0,12,0,0,6,0,2.630089
27,0,387,12,0,0,42,0,382,23,0,12,0,1,5,1,2.256541
48,0,900,14,0,0,50,1,650,41,0,17,0,1,18,0,2.788093
43,0,450,15,0,0,40,1,300,38,0,12,1,0,20,0,2.014903
51,0,336,12,0,0,41,0,331,51,0,12,0,0,33,0,1.995456
44,0,865,16,0,1,40,1,673,44,0,16,0,1,22,0,2.822866
34,0,500,12,0,0,40,1,427,36,0,14,0,0,16,0,2.367905
37,0,500,12,0,0,55,0,404,37,0,12,0,0,19,0,2.312536
31,0,444,10,0,0,40,1,385,28,0,11,0,0,11,0,2.264364
30,0,424,10,0,0,40,1,240,29,0,10,0,0,13,0,1.791759
41,0,600,13,0,0,40,1,300,36,0,12,0,0,18,0,2.302585
34,0,1060,18,0,0,50,0,564,33,0,16,0,0,11,1,3.157
23,0,450,12,0,0,50,0,450,26,0,12,0,0,8,1,2.302585
47,1,936,13,0,0,60,0,320,40,0,13,0,1,21,0,2.079442
58,0,250,12,0,0,40,0,250,53,0,12,0,0,35,0,1.832582
38,0,390,12,0,0,44,0,266,38,0,12,0,0,20,1,1.894617
41,0,700,16,0,0,40,1,500,39,0,16,0,1,17,0,2.525729
57,1,450,16,0,0,30,0,350,52,0,15,0,0,31,0,2.274414
30,1,692,15,0,0,64,0,460,28,0,15,0,0,7,1,2.442347
41,1,340,14,0,0,40,1,624,41,0,14,0,0,21,0,2.747271
53,0,625,12,0,0,0,0,276,50,0,12,0,0,32,0,1.931521
36,0,310,9,0,0,40,0,200,32,0,12,0,0,14,1,1.89712
26,1,400,16,0,0,55,0,247,25,0,16,0,0,3,0,1.95404
27,0,288,16,0,0,50,0,210,29,0,15,0,0,8,1,1.658228
52,0,450,12,0,0,40,0,212,52,0,12,0,0,34,0,1.667707
43,1,476,13,0,0,40,0,387,45,0,14,0,0,25,0,2.269545
32,0,200,14,0,0,40,0,120,28,0,12,0,0,10,1,2.302585
54,0,900,12,0,0,40,1,190,43,0,14,0,0,23,0,2.251292
28,0,300,18,0,0,32,0,500,25,0,12,0,0,7,1,2.525729
49,0,1000,13,0,0,60,1,130,48,0,12,0,0,30,0,1.648659
57,1,940,12,0,0,40,0,210,49,0,10,0,0,33,0,1.609438
50,0,925,17,0,0,55,0,538,49,0,16,0,1,27,0,2.598979
50,0,925,17,0,0,55,0,538,49,0,16,0,1,27,0,2.598979
38,0,560,7,0,0,40,1,278,35,0,12,0,0,17,0,1.938742
39,0,200,12,0,1,50,0,250,38,0,11,1,1,21,0,1.832582
30,0,220,12,0,0,40,0,260,30,0,13,0,0,11,1,1.871802
34,1,900,13,0,0,0,0,300,38,0,13,0,1,19,1,2.931194
64,1,750,13,0,0,40,0,300,56,0,12,0,0,38,0,2.148434
63,0,234,5,0,1,40,0,150,52,0,5,1,0,41,0,1.321756
51,0,800,16,0,0,48,0,800,50,0,17,0,0,27,0,2.995732
40,0,1000,18,0,0,40,1,130,43,0,17,0,0,20,0,2.094946
35,0,430,14,0,0,32,0,192,32,0,12,0,0,14,1,2.212973
33,0,170,12,0,0,46,0,300,30,0,12,0,0,12,1,2.014903
38,0,373,18,0,0,40,0,576,40,0,18,0,0,16,1,2.80076
40,0,1125,16,0,0,40,1,521,37,0,16,0,0,15,0,2.56687
49,0,1005,13,0,0,40,1,556,46,0,12,0,0,28,0,2.631889
30,0,225,12,0,0,40,0,120,24,0,12,0,0,6,1,2.014903
33,0,275,14,0,0,80,0,148,30,0,14,0,0,10,0,1.819158
41,0,791,14,0,0,40,1,136,43,0,12,0,0,25,0,2.140066
24,0,344,14,0,0,40,0,284,29,0,12,0,0,11,1,1.960095
37,0,500,12,0,0,55,0,125,48,0,12,0,1,30,1,1.832582
25,0,175,13,0,0,40,0,480,25,0,14,0,0,5,1,2.484907
35,0,600,14,0,0,40,0,420,31,0,14,0,0,11,1,2.862201
52,1,144,12,0,0,0,0,350,48,0,12,0,1,30,0,2.169054
36,0,567,14,0,0,40,0,200,38,0,12,0,0,20,0,1.609438
39,0,450,12,0,1,40,0,345,38,0,16,0,1,16,1,2.036882
26,0,167,13,0,0,25,0,596,27,0,18,0,0,3,0,2.701361
50,0,225,15,0,0,46,1,800,46,0,17,0,1,23,0,2.995732
44,0,425,12,0,0,40,0,456,46,0,12,0,1,28,0,2.433613
39,1,500,12,0,0,40,1,185,38,0,12,0,0,20,0,2.00148
27,0,400,12,0,0,40,0,400,33,0,17,1,1,10,1,2.302585
29,0,325,12,0,0,40,0,515,29,0,15,0,0,8,1,2.660648
44,0,360,12,0,0,30,1,320,42,0,13,0,0,23,0,2.079442
26,0,600,13,0,0,44,0,374,27,0,13,0,1,8,0,2.235376
49,0,1200,18,0,0,50,0,650,48,0,16,0,1,26,0,2.788093
43,0,700,15,0,0,40,1,520,43,0,16,0,0,21,0,2.564949
27,1,461,12,0,0,56,0,480,27,0,12,0,0,9,0,2.484907
32,0,480,12,0,0,40,1,125,35,0,12,0,0,17,0,1.609438
37,0,340,12,0,0,40,1,139,36,0,12,0,0,18,0,1.938742
42,1,488,18,0,0,50,1,150,39,0,14,0,0,19,0,1.791759
49,0,658,12,0,0,42,1,400,46,0,13,0,0,27,0,2.302585
40,1,624,13,0,0,48,0,720,39,0,15,0,0,18,1,3.401197
49,0,639,16,0,0,40,1,173,45,0,12,0,0,27,0,1.975238
49,0,54,13,0,0,11,1,480,46,0,18,0,0,22,0,2.484907
41,0,635,16,0,0,40,1,504,37,0,16,0,0,15,0,2.533697
36,0,200,16,0,0,40,0,662,30,0,13,1,1,11,1,2.806386
39,1,982,14,1,0,48,0,240,32,1,12,0,0,14,1,1.791759
50,1,326,11,0,0,40,1,144,47,0,12,0,0,29,0,1.974081
44,0,500,16,0,0,40,1,184,40,0,12,0,1,22,0,1.813738
31,0,327,12,0,0,40,0,350,31,0,16,0,0,9,1,2.169054
26,0,40,12,1,0,8,0,240,27,1,12,0,0,9,0,1.791759
36,1,230,10,0,0,36,1,250,27,0,7,0,0,14,0,1.937942
37,0,525,14,0,0,45,0,340,35,0,14,0,0,15,1,2.496741
25,0,450,12,0,0,66,0,300,27,0,12,0,0,9,0,2.014903
32,1,650,13,0,0,40,0,450,27,0,16,0,1,5,0,2.420368
46,0,360,12,0,0,84,0,512,41,0,12,0,1,23,0,2.549445
42,0,1469,16,0,0,50,1,39,41,0,16,0,0,19,0,2.277267
43,0,877,18,0,0,40,1,462,40,0,10,0,0,24,0,2.446686
43,1,518,12,0,0,40,0,164,41,0,12,0,0,23,0,1.698669
46,1,673,16,0,0,40,1,48,43,0,14,0,0,23,0,1.098612
45,0,750,18,0,0,60,0,1000,44,0,18,0,0,20,0,3.218876
21,0,414,13,0,0,40,0,380,21,0,14,0,1,1,1,2.251292
59,1,500,13,0,0,40,0,400,48,0,13,0,0,29,0,2.302585
55,0,325,12,0,0,40,0,400,51,0,12,0,0,33,0,2.302585
32,0,550,16,0,0,0,0,325,32,0,12,0,0,14,1,2.094946
37,0,540,12,0,0,45,0,75,37,0,16,0,0,15,1,1.832582
32,1,375,12,1,0,40,0,400,30,1,12,0,1,12,1,2.302585
44,0,900,18,0,0,40,0,500,41,0,18,0,0,17,1,2.525729
25,0,220,12,0,0,46,0,150,21,0,12,0,0,3,0,1.427116
51,0,420,0,1,0,60,0,160,45,1,12,0,0,27,0,1.386294
56,1,850,16,0,0,43,0,450,52,0,12,0,1,34,0,2.420368
41,0,653,18,0,0,40,0,690,41,0,13,0,0,22,0,2.847812
35,0,740,16,0,0,40,0,558,30,0,16,0,0,8,0,2.635479
31,0,400,13,0,1,44,0,375,21,0,12,0,0,3,1,2.238047
37,0,481,13,0,0,40,0,220,27,0,13,0,0,8,0,1.704748
36,0,740,13,0,0,40,0,125,35,0,14,0,0,15,1,1.832582
36,0,600,14,0,0,0,1,126,35,0,16,0,0,13,0,1.94591
46,0,1000,16,0,0,40,1,321,39,0,16,0,0,17,0,2.593387
47,1,400,12,0,0,32,1,250,43,0,12,0,0,25,0,2.120264
24,0,480,12,0,0,40,0,220,24,0,13,0,0,5,1,1.704748
39,0,600,12,0,0,45,1,147,38,0,14,0,0,18,0,1.524697
31,0,798,12,0,0,40,1,327,37,0,12,0,1,19,0,2.101081
27,0,386,12,0,0,50,0,740,25,0,16,0,0,3,0,2.799988
42,0,1300,18,0,0,53,1,1700,40,0,18,0,0,16,0,3.526361
23,0,750,16,0,0,50,0,780,23,0,16,0,0,1,0,2.564949
25,0,256,12,0,0,40,0,240,23,0,12,0,0,5,0,1.791759
35,0,350,8,0,0,40,1,163,36,0,12,0,0,18,0,1.874874
39,0,635,13,0,0,40,0,350,33,0,12,0,0,15,1,2.169054
39,0,600,13,0,0,55,0,600,37,0,15,0,0,16,0,2.70805
31,1,624,14,0,0,48,0,400,35,0,12,0,0,17,1,2.302585
34,0,750,16,0,0,40,0,400,34,0,18,0,1,10,1,2.302585
35,1,750,13,0,0,72,0,676,32,0,16,0,0,10,1,3.338139
52,0,500,18,0,0,40,1,400,44,0,18,0,0,20,0,2.302585
51,0,640,14,0,0,55,0,629,52,0,14,0,0,32,0,2.978395
41,0,700,15,0,0,55,0,600,31,0,16,0,0,9,0,2.70805
41,0,720,12,0,0,40,0,495,37,0,12,0,0,19,1,2.333357
35,0,200,10,0,1,40,1,26,36,0,12,1,0,18,0,1.466337
38,0,650,16,0,0,40,0,500,33,0,16,0,0,11,0,2.525729
35,1,640,14,0,0,55,0,260,36,0,12,0,0,18,0,1.871802
65,0,200,16,0,0,20,0,250,59,0,14,0,0,39,0,2.525729
36,0,240,12,0,0,40,0,460,33,0,16,0,1,11,1,2.953173
30,0,600,12,0,1,40,0,175,28,0,12,1,0,10,1,1.609438
24,0,420,12,0,0,40,0,430,22,0,12,0,0,4,0,2.374906
48,0,1200,18,0,0,50,1,672,50,0,15,0,0,29,0,2.821379
26,0,320,15,0,0,40,0,500,24,0,12,0,0,6,0,2.525729
34,0,650,17,0,0,45,0,150,35,0,16,0,0,13,1,2.70805
24,0,420,16,0,0,45,0,206,22,0,16,0,0,0,0,1.521214
51,1,520,18,0,0,80,0,200,48,0,12,0,0,30,0,1.89712
50,0,660,16,1,0,40,0,440,50,1,12,0,1,32,0,2.397895
39,1,650,12,0,0,40,1,412,37,0,12,0,0,19,0,2.332144
40,0,480,12,1,0,40,1,423,36,1,14,0,0,16,0,2.358493
44,0,1500,14,0,1,40,0,360,40,0,12,1,0,22,0,2.197225
35,1,500,12,0,0,49,0,400,32,0,12,0,0,14,1,2.302585
47,0,1200,18,0,0,12,1,600,34,0,18,0,0,10,0,2.841582
39,0,320,12,0,0,40,1,303,37,0,12,0,1,19,0,2.312536
35,0,400,16,0,0,40,0,448,33,0,16,0,0,11,1,2.415914
31,0,450,16,0,0,50,0,302,29,0,16,0,0,7,1,2.021548
31,0,350,12,0,0,50,0,280,29,0,12,0,0,11,1,2.079442
28,1,280,10,0,0,40,0,160,29,0,13,0,0,10,1,1.89712
31,0,425,12,0,0,0,1,300,31,0,12,0,0,13,0,2.014903
26,0,420,12,0,0,72,0,120,26,0,12,0,0,8,1,1.321756
31,0,400,10,0,0,50,0,280,31,0,12,0,0,13,1,1.94591
41,0,650,14,0,0,55,1,163,42,0,14,0,0,22,0,2.098018
38,1,1800,12,0,0,60,1,175,33,0,12,0,0,15,0,1.986732
21,0,400,12,0,0,82,0,200,20,0,12,0,0,2,1,1.609438
52,0,619,13,0,0,70,0,421,50,0,12,0,0,32,0,2.353753
31,0,176,12,0,0,32,0,598,28,0,16,0,0,6,0,2.704711
51,0,730,12,0,0,45,0,200,48,0,11,0,0,31,0,1.832582
34,1,586,12,0,0,56,0,224,34,0,12,0,0,16,1,2.19277
41,0,750,11,0,0,40,1,845,37,0,14,0,1,17,0,3.273601
42,1,300,11,0,1,40,1,600,37,0,12,1,0,19,0,2.484907
21,0,250,12,0,0,40,0,206,22,0,12,0,0,4,0,1.638997
34,0,600,11,0,1,40,1,238,36,0,9,0,0,21,0,1.783391
38,0,1150,12,0,0,45,1,256,35,0,12,0,0,17,0,2.079442
39,0,692,13,0,0,40,1,45,38,0,13,0,0,19,0,1.504077
49,0,600,13,0,0,40,0,370,33,0,15,0,0,12,0,2.224623
45,0,1230,16,0,0,40,1,92,42,0,12,0,0,24,0,1.631417
35,0,800,10,0,0,40,1,200,26,0,14,0,0,6,0,2.120264
33,0,808,18,0,0,40,0,827,32,0,18,0,0,8,0,2.911142
49,1,720,12,0,0,40,0,490,48,0,12,0,1,30,0,2.639057
52,1,600,12,0,0,40,0,342,56,0,13,0,0,37,0,2.279463
25,0,440,12,0,0,50,0,300,31,0,12,0,0,13,1,2.148434
35,0,1500,18,0,0,45,0,300,32,0,18,0,0,8,0,2.525729
51,0,350,12,0,0,50,1,358,42,0,12,0,0,24,0,2.191653
58,0,300,12,0,0,40,0,300,54,0,12,0,0,36,0,1.791759
55,0,985,18,0,0,0,0,276,55,0,12,0,1,37,0,1.931521
40,0,400,15,0,0,56,1,330,41,0,12,0,0,23,0,2.110213
47,0,1923,12,0,0,40,0,264,46,0,12,0,0,28,0,1.88707
48,0,540,11,0,0,65,0,255,46,0,12,0,0,28,0,1.852384
33,0,270,15,0,0,16,0,230,32,0,12,0,0,14,0,1.7492
47,0,700,18,0,0,50,1,225,47,0,12,0,0,29,0,2.014903
43,0,880,16,0,0,40,0,283,33,0,15,0,0,12,1,2.090099
52,0,1500,12,0,1,46,0,480,33,0,14,0,0,13,0,2.484907
49,1,541,12,1,0,28,0,275,46,1,12,0,0,28,0,1.927892
48,0,1038,13,0,0,60,0,100,47,0,16,0,0,25,0,1.560648
26,0,721,16,0,0,40,0,175,27,0,14,0,0,7,1,2.274414
34,0,190,9,0,0,40,0,425,36,1,16,0,0,14,0,2.36321
31,0,475,12,0,0,0,0,385,38,0,12,0,0,20,0,2.264364
45,0,1923,15,0,0,50,0,2884.5,46,0,15,0,1,25,0,4.278227
43,1,640,14,0,0,40,1,600,43,0,12,0,0,25,0,2.70805
33,0,1300,18,0,0,55,0,650,32,0,18,0,0,8,1,2.564949
48,1,700,12,0,0,35,0,1000,46,0,12,0,0,28,0,2.813411
39,0,700,16,0,0,51,0,750,39,0,17,0,1,16,1,2.931194
62,0,290,8,0,0,40,0,194,59,0,12,0,0,41,0,1.578979
30,0,633,12,0,0,40,1,75,30,0,12,0,0,12,0,1.272966
37,0,528,12,0,0,40,0,124,30,0,13,0,0,11,1,1.824549
38,0,730,16,0,0,43,0,280,38,0,16,0,0,16,1,1.94591
39,0,280,12,0,0,51,1,400,38,0,12,0,0,20,0,2.184802
48,1,1600,17,0,0,40,1,600,42,0,17,0,1,19,0,2.995732
38,1,400,12,0,0,40,0,404,31,0,18,0,0,7,0,2.312536
35,0,1500,16,0,0,40,0,300,30,0,16,0,0,8,1,2.65926
23,0,295,13,0,0,40,0,90,22,0,15,0,0,1,1,0.693147
37,1,510,12,1,0,40,1,480,35,1,12,0,1,17,0,2.484907
38,0,240,12,0,0,40,1,200,38,0,12,0,0,20,0,1.609438
48,1,520,12,0,0,40,0,224,43,0,12,0,0,25,0,1.722767
42,0,200,12,0,0,40,1,300,42,0,12,0,0,24,0,2.014903
33,0,480,12,0,0,40,1,500,38,0,18,0,0,14,0,2.525729
40,0,1100,16,0,0,40,1,48,39,0,16,0,0,17,0,1.791759
37,0,429,18,0,0,40,1,150,36,0,16,1,0,14,0,2.525729
43,1,645,15,0,0,56,0,613,45,0,18,0,1,21,0,2.729486
36,0,800,16,0,0,60,1,144,37,0,16,0,0,15,0,1.750937
27,0,652,12,0,0,60,0,280,25,0,12,0,0,7,0,1.94591
46,0,800,18,0,0,40,1,300,44,0,18,0,0,20,0,2.70805
37,1,330,12,0,0,23,1,306,32,0,14,0,0,12,0,2.257849
44,0,550,12,0,0,40,1,450,41,0,14,0,0,21,0,2.70805
54,0,750,14,1,0,40,1,80,42,0,12,0,0,24,0,1.89712
35,0,675,18,0,0,45,0,390,26,0,18,0,0,2,1,3.075775
30,0,320,12,0,0,40,0,260,28,0,12,0,0,10,1,1.871802
45,0,1300,13,0,0,40,1,144,43,0,13,0,0,24,0,2.079442
47,1,630,11,0,0,40,1,624,44,0,12,0,1,26,0,2.747271
50,0,451,10,0,0,46,0,389,46,0,10,0,0,30,0,2.2747
50,0,769,14,0,0,40,0,490,50,0,12,0,0,32,0,2.387743
39,1,560,12,0,0,40,0,360,41,0,12,0,0,23,1,2.197225
28,0,350,16,1,0,45,0,165,27,1,16,0,0,5,1,2.110213
29,0,252,12,0,1,38,0,250,29,0,15,1,0,8,0,1.832582
37,0,222,8,0,1,40,0,469,34,0,15,1,1,13,1,2.461723
40,0,1300,17,0,0,70,1,100,39,0,18,0,1,15,0,0.798508
47,1,372,12,0,0,40,1,310,35,0,12,0,0,17,0,1.824549
42,0,750,12,0,0,50,1,236,42,0,12,0,0,24,0,1.908484
34,1,600,14,0,0,40,0,460,35,0,13,0,1,16,1,2.442347
44,0,800,16,0,1,32,1,700,45,0,18,0,1,21,0,2.862201
34,0,800,17,0,0,40,0,530,28,0,16,0,0,6,0,2.583997
49,0,600,12,0,0,48,0,640,37,0,12,0,0,19,0,2.772589
33,1,386,12,0,0,40,0,420,31,0,12,0,1,13,1,2.351375
31,1,320,12,0,0,40,0,300,28,0,14,0,1,8,0,2.014903
42,1,480,9,0,0,40,0,355,37,0,12,0,1,19,1,2.183238
42,0,923,16,1,0,40,1,923,41,1,16,0,0,19,0,3.13875
30,0,1923,18,0,0,60,0,594,28,0,16,0,0,6,0,2.698
37,0,372,9,0,0,42,0,40,40,0,12,0,0,22,0,1.609438
41,1,452,11,0,1,42,0,160,30,0,9,1,0,15,1,2.079442
